epoch,train_total,train_mse,train_ic,val_total,val_mse,val_ic
1,6.132464981079101,5.095971298217774,0.007255710528837363,5.588008642196655,4.581641912460327,0.13927026227466865
2,1.5288294553756714,1.2717202305793762,-0.042220352566650333,1.7099357843399048,1.394340693950653,-0.03469044304919939
3,0.20978255271911622,0.17618272602558135,0.16338769572278017,0.2586205378174782,0.22433948516845703,0.15257561525267246
4,0.08472148925065995,0.06932909041643143,0.2088270256816652,0.08744296059012413,0.07330266386270523,0.18869152607932838
5,0.07439484745264054,0.0673734113574028,0.1581381244914285,0.07622074708342552,0.06991235539317131,0.11764017442617498
6,0.0701907217502594,0.06682871729135513,0.199236126504336,0.07371398061513901,0.07057512179017067,0.1558066644079628
7,0.06641770899295807,0.06450541317462921,0.28402469321303736,0.06898220628499985,0.0670539066195488,0.2086502583684655
8,0.061340007930994034,0.060069651901721956,0.3777796083716875,0.06559248641133308,0.06419862061738968,0.301788919319444
9,0.05776631236076355,0.056852586567401886,0.42620994081746894,0.06163271330296993,0.06056606397032738,0.35143160891318226
10,0.05507993027567863,0.054404377937316895,0.4654346128444736,0.06053165718913078,0.05970534682273865,0.37736852144928845
11,0.05373184904456139,0.053216027468442915,0.4856432658021632,0.058083558455109596,0.05743428319692612,0.3895763981396735
12,0.05224782377481461,0.05182396396994591,0.5041169545613897,0.058181282132864,0.05764742195606232,0.40074893857328253
13,0.05112444460391998,0.05076078251004219,0.5173669568106634,0.056796105578541756,0.056342095136642456,0.4082779656599785
14,0.04990935921669006,0.04958113357424736,0.5313390323816023,0.056603673845529556,0.05620247684419155,0.41499487419034403
15,0.04919871836900711,0.04889147281646729,0.5406642671079573,0.05630555748939514,0.0559376236051321,0.4178836002599348
16,0.04850490912795067,0.04820936545729637,0.5491356936161029,0.05606842413544655,0.05572169087827206,0.4214175396918688
17,0.0481595128774643,0.04787105917930603,0.5540370359605169,0.05595329590141773,0.05561816692352295,0.42347479029657314
18,0.04798561185598373,0.04770105555653572,0.5563925056012561,0.05588192865252495,0.055552052333950996,0.42407445187978837
19,0.047912679612636566,0.047629813104867934,0.5573267501800393,0.055866045877337456,0.05553825944662094,0.4241595352107264
20,0.04790044575929642,0.047617833316326144,0.5574898733870558,0.05586361140012741,0.055536335334181786,0.42418134532460566
21,0.04789433851838112,0.04761192575097084,0.5575747973669205,0.05586368404328823,0.05553644709289074,0.4241861004736323
22,0.04783639386296272,0.04755508527159691,0.5583527471461539,0.055859651416540146,0.05553399585187435,0.4242830057865939
23,0.0476450152695179,0.0473667286336422,0.5607966371939129,0.05582844652235508,0.05550733394920826,0.4250750870984601
24,0.04729503244161606,0.04702339544892311,0.5653884845485893,0.05579655058681965,0.05548480898141861,0.4261334865602203
25,0.04671870917081833,0.04645924344658851,0.5728807454702618,0.05570196360349655,0.0554058663547039,0.42802354651157926
