year,mse,rmse,mae,smape
2022,0.05679551566786626,0.23715520122815306,0.19815054185250225,48.54870852302103
2023,0.05961461880189531,0.24247607235910204,0.20405791393097708,47.16009274651022
2024,0.05542770477340502,0.2338078901991752,0.19499301647438722,45.68152203279383
