year,mse,rmse,mae,smape
2022,0.042507185874616396,0.20517145985035384,0.17435296318110297,32.308622921214386
2023,0.04327081428731189,0.20715667618198116,0.17460318216506174,31.73247584174661
2024,0.04528145755038542,0.21200162215421856,0.179661688997465,32.67258571175968
