year,mse,rmse,mae,smape
2022,0.0356323894332437,0.18793145913838855,0.15662416443228722,30.007609479567584
2023,0.0376751265652916,0.19310111303420127,0.16229414589264812,30.493808634140912
2024,0.035110480535556286,0.1863566029856807,0.15341257610741785,29.104005813598633
