epoch,train_total,train_mse,train_rmse,train_mae,train_smape,val_total,val_mse,val_rmse,val_mae,val_smape,L_intra,L_attn,L_temp
1,0.04996046076218287,0.04996046076218287,0.22112180003941556,0.18407359135647614,39.552202987670896,0.04291670865407496,0.04291670865407496,0.20579636905637366,0.17531336956855023,35.105987230936684,0.0,0.0,0.0
2,0.04053487423807382,0.04053487423807382,0.20005592493465438,0.1671034015715122,36.32687228520711,0.042199389190610614,0.042199389190610614,0.20413277416576503,0.17353746927145755,34.73542782754609,0.0,0.0,0.0
3,0.03812117846682668,0.03812117846682668,0.19423609257039914,0.16090299344311157,35.2724493821462,0.04249330849922968,0.04249330849922968,0.20475951288702945,0.17189839391997366,34.37638424382065,0.0,0.0,0.0
4,0.03716988976423939,0.03716988976423939,0.1915914141219002,0.15823703054338695,34.82989158630371,0.04168405682977402,0.04168405682977402,0.20260220200915666,0.16772624443877826,33.69424360448664,0.0,0.0,0.0
5,0.037062090868130323,0.037062090868130323,0.19133374295343777,0.15757996508230765,34.7148188273112,0.047711504764403355,0.047711504764403355,0.21677143768300103,0.17778767848556692,35.10374502702193,0.0,0.0,0.0
6,0.03656021106677751,0.03656021106677751,0.19017413407484618,0.15631161698450644,34.54876003265381,0.03972722807278236,0.03972722807278236,0.1978618485448314,0.16685675310366083,33.68415740042022,0.0,0.0,0.0
7,0.03603356974199414,0.03603356974199414,0.18863147975422007,0.155083146939675,34.33786234855652,0.04004745106353904,0.04004745106353904,0.1983408545485781,0.1645975015831716,33.22611080516469,0.0,0.0,0.0
8,0.03484155721962452,0.03484155721962452,0.1856099737785488,0.1525314325466752,33.84825251897176,0.046377423642711205,0.046377423642711205,0.2136019765727244,0.17390285206563544,34.44966738151781,0.0,0.0,0.0
9,0.03345089852809906,0.03345089852809906,0.18157764693327702,0.14888210240751504,33.17114361127218,0.04218510972956816,0.04218510972956816,0.20377156401790686,0.1685923317616636,33.84769529284853,0.0,0.0,0.0
10,0.0328610984608531,0.0328610984608531,0.17980869121551488,0.1466238023713231,32.76853931744893,0.039937530333797135,0.039937530333797135,0.19788604107941307,0.16419049329829938,33.43267010197495,0.0,0.0,0.0
