epoch,train_total,train_mse,train_ic,val_total,val_mse,val_ic
1,0.423592334985733,0.15622888803482055,-0.09180782927561403,0.3134376108646393,0.12400731071829796,-0.050569148001225195
2,0.2635949641466141,0.11058876365423202,-0.06420725796784574,0.22892948985099792,0.09850602969527245,0.006798585809337233
3,0.1871510326862335,0.0950995683670044,-0.01791939449951725,0.1698797345161438,0.0860750786960125,0.03686073825091867
4,0.13499461412429808,0.08367136418819428,0.0479822429211572,0.12281712889671326,0.07876678556203842,0.05429146297704723
5,0.12173751443624496,0.08634581863880157,0.07941440839942913,0.12152890488505363,0.08858473226428032,0.09459584183538346
6,0.10286629498004914,0.07731402665376663,0.10383004450099527,0.09933311492204666,0.07358057051897049,0.10771502908913036
7,0.09404310137033463,0.07315596342086791,0.12931378613366484,0.09302998706698418,0.07278556004166603,0.12016633204316131
8,0.08798212856054306,0.0714496448636055,0.18127839390319433,0.09123984351754189,0.07316943630576134,0.15592675453378826
9,0.07919207066297532,0.06612012535333633,0.23416978014834092,0.08034216612577438,0.06779593229293823,0.2008804802341817
10,0.07686780989170075,0.06570197492837906,0.2496919295817117,0.07633418589830399,0.06510017812252045,0.23835608153564383
11,0.07622207701206207,0.06630218029022217,0.25677503184177525,0.0735243670642376,0.06348245218396187,0.26026172938515346
12,0.07453951835632325,0.06567060351371765,0.25218539962248093,0.07191083580255508,0.0633084625005722,0.26795533415264244
13,0.07308337837457657,0.06537379845976829,0.24700243832772914,0.07150848954916,0.06383149698376656,0.2658760347110161
14,0.07217301726341248,0.06533101871609688,0.2432481738854994,0.0706394575536251,0.0639137551188469,0.2684956338894145
15,0.07152154445648193,0.0654088944196701,0.24352845251155575,0.06959312781691551,0.06361152976751328,0.2705963829548128
16,0.0705721691250801,0.0650939553976059,0.24927187388991331,0.06885233148932457,0.06356120109558105,0.275969066125032
17,0.06939950287342071,0.06457874178886414,0.26138339141899875,0.06838047876954079,0.06353708915412426,0.2818427366952323
18,0.06837540864944458,0.06398970484733582,0.2724316011296841,0.06819238886237144,0.06385666131973267,0.28750302073733114
19,0.06770291477441788,0.06371832266449928,0.28182189815260267,0.06722088903188705,0.06330303475260735,0.2948693769261432
20,0.06723536252975464,0.06357733085751534,0.2914083784085258,0.06610850989818573,0.06250997073948383,0.2991741861123284
21,0.06644804179668426,0.06306183785200119,0.2991442088059938,0.0662209689617157,0.06282662972807884,0.30448414715771754
22,0.06578893512487412,0.06265497729182243,0.30753680337972616,0.0662170946598053,0.06298625841736794,0.3107885888929144
23,0.06547550857067108,0.06252464503049851,0.3146675729345517,0.06514863669872284,0.06205238774418831,0.31523611777242055
24,0.06511017233133316,0.06229387298226356,0.32124860406292627,0.06473076343536377,0.06176151521503925,0.3216270292217545
25,0.06472201868891717,0.062002351880073546,0.32680675357730005,0.0649442970752716,0.062156276777386665,0.325662658557981
26,0.06437071189284324,0.06176285445690155,0.33295459915545444,0.06490178778767586,0.06222478672862053,0.3262990146566296
27,0.06392627358436584,0.06145135462284088,0.33942476163925345,0.06450881436467171,0.061970725655555725,0.33153958296648806
28,0.06348520666360855,0.061110394448041915,0.34605588226144574,0.06422265991568565,0.06177499704062939,0.33835032609031174
29,0.06310900673270226,0.06085164919495582,0.3518983807970582,0.06380915641784668,0.061376916244626045,0.3424741826472083
30,0.06301485598087311,0.06080360412597656,0.35646237732535335,0.06308530829846859,0.06076600030064583,0.34320951724103804
31,0.06267266795039177,0.060573308169841765,0.36131387004620535,0.06291599199175835,0.060704849660396576,0.34566719485834385
32,0.06223604157567024,0.06020746827125549,0.36624190080084645,0.06299169547855854,0.06083972752094269,0.35000859005939416
33,0.06193791031837463,0.059996075183153155,0.37061565650359296,0.06272113509476185,0.06062646582722664,0.35466884089356016
34,0.06170980334281921,0.059825801849365236,0.37433330163947465,0.062471894547343254,0.06043882109224796,0.3579454612824472
35,0.06143536791205406,0.05957972332835197,0.3782489534192778,0.06228528544306755,0.060328638181090355,0.36284462376800536
36,0.06112143322825432,0.059348152577877046,0.381863316430347,0.06232495605945587,0.06037318706512451,0.3668089079148383
37,0.061064005643129346,0.0592913493514061,0.3842724702091704,0.061816126108169556,0.05985241010785103,0.36722057649450884
38,0.06092886850237846,0.05921835377812386,0.3865584913252561,0.06145358830690384,0.059529127553105354,0.37015776003965634
39,0.06061441823840141,0.05896235704421997,0.39001027538249783,0.061552420258522034,0.05970478989183903,0.3725068173339257
40,0.060393229871988294,0.05879407972097397,0.39341654013907357,0.0614548996090889,0.059701595455408096,0.37428486203831635
41,0.060361117124557495,0.058803381770849227,0.39584132619892476,0.06097283959388733,0.05921593867242336,0.37498769342820604
42,0.060206427425146106,0.05868427380919457,0.39826458062830217,0.06109466217458248,0.059348711743950844,0.37457927086444875
43,0.06001285836100578,0.058528151363134384,0.400869045480057,0.060988979414105415,0.05929192714393139,0.37730116416347176
44,0.05990905910730362,0.05843321681022644,0.4032332181272678,0.06085863150656223,0.059165043756365776,0.37819814436036486
45,0.05984652116894722,0.05842272639274597,0.40499054966429393,0.0604968573898077,0.05880741775035858,0.38004756677512413
46,0.05954196080565453,0.0581322155892849,0.4079694355742612,0.06065211817622185,0.0590758603066206,0.3836977472007183
47,0.05936298370361328,0.05795773416757584,0.4105265944279367,0.060772957280278206,0.05921800434589386,0.3867786105587047
48,0.05925807654857636,0.05788567438721657,0.41235460492551296,0.06044713407754898,0.0588559377938509,0.38918080628110974
49,0.05908610969781876,0.05773222669959068,0.4149714745407994,0.06018499471247196,0.05862480774521828,0.39087251374447923
50,0.058910375088453294,0.05758228003978729,0.41703115199121116,0.06010129861533642,0.058551330119371414,0.3934012026644222
51,0.058891882002353665,0.057577609270811084,0.418631883083897,0.059666913002729416,0.0581439845263958,0.39479051722343883
52,0.05869970321655273,0.05741097405552864,0.4207729402252253,0.059625864028930664,0.0581157635897398,0.3971071808612571
53,0.05848294645547867,0.057213932275772095,0.422813397413557,0.059766506776213646,0.058269113302230835,0.3989503842506808
54,0.058285399526357654,0.05703913345932961,0.4252498947063336,0.05989984795451164,0.05843847058713436,0.4005109715297319
55,0.058200903236866,0.05698931515216828,0.42667280504723654,0.05956699512898922,0.05811481364071369,0.4013318846727823
56,0.05814387798309326,0.056951981782913205,0.42807384400937964,0.05921781063079834,0.057806672528386116,0.4022976544614208
57,0.05808509215712547,0.05689118728041649,0.4296141931971893,0.059079915285110474,0.05764287710189819,0.40351894544452843
58,0.05800992101430893,0.056838156282901765,0.43088962338359316,0.058900339528918266,0.05751386284828186,0.4040756995725265
59,0.05784258991479874,0.0566637746989727,0.4326589036901999,0.05907190591096878,0.05764126777648926,0.40628885488084654
60,0.057648544758558275,0.05651746839284897,0.4342612188565399,0.05900153890252113,0.057664161548018456,0.4088223976191505
61,0.05754881426692009,0.056413605064153674,0.4359670938993251,0.05886051990091801,0.057480957359075546,0.41007426533363184
62,0.057495570927858355,0.0563834123313427,0.4369371211948614,0.05854601785540581,0.057232726365327835,0.41083765294991376
63,0.05744328126311302,0.056340206414461136,0.43793570985525454,0.05834493227303028,0.05704658292233944,0.4122864532898402
64,0.057308361679315564,0.05622229054570198,0.43933796954979953,0.058414898812770844,0.05708875134587288,0.41301183147272447
65,0.05722365379333496,0.05613805502653122,0.4405256233650945,0.05849188752472401,0.057150548323988914,0.41386149848848175
66,0.05715685933828354,0.0560974694788456,0.4418139597379745,0.058277277275919914,0.05702911131083965,0.41442609250617635
67,0.057063087821006775,0.05601142197847366,0.4432366559591247,0.05831970274448395,0.05706491135060787,0.4149372821095855
68,0.057022197544574736,0.0559709832072258,0.44421458566664535,0.058309294283390045,0.05702262930572033,0.4151304743946883
69,0.056968290358781815,0.05594039261341095,0.445010800674013,0.05819752812385559,0.05695395916700363,0.4159231017342641
70,0.05690950453281403,0.055892666429281236,0.44619410167437057,0.058048469945788383,0.056822387501597404,0.4168293922772932
71,0.05688761100172997,0.05585629194974899,0.44726213161372613,0.058011868968605995,0.05678367801010609,0.4175170314664918
72,0.05681979581713677,0.05579947829246521,0.4483384154551605,0.05800281651318073,0.05673385411500931,0.4184419788149679
73,0.05672009661793709,0.05571029856801033,0.44940922828162594,0.057929715141654015,0.056676650419831276,0.41995476315265773
74,0.05666266456246376,0.05565570294857025,0.4498760317033925,0.05797715485095978,0.0567149743437767,0.42130888385090554
75,0.056590191274881366,0.05559302791953087,0.4503879350015203,0.05797107703983784,0.0567151103168726,0.4216006704997345
76,0.05655626058578491,0.05556332319974899,0.45072384638789403,0.05792032741010189,0.056683363392949104,0.4226718822691608
77,0.05654395595192909,0.05553997755050659,0.4511057907269722,0.05783008225262165,0.056552138179540634,0.4229850022203582
78,0.056498443335294725,0.05553109422326088,0.4513884717938087,0.057627175003290176,0.05640513449907303,0.4235539279011029
79,0.056475947797298434,0.05550859123468399,0.45178008176970624,0.05764097161591053,0.056417105719447136,0.42370747112341844
80,0.05644395425915718,0.055466807633638385,0.4524505136596797,0.057549236342310905,0.05634650029242039,0.42440485921679677
81,0.05643347129225731,0.055448999255895616,0.4528355046372083,0.05750235542654991,0.056274740025401115,0.4249505062282357
