epoch,train_total,train_mse,train_ic,val_total,val_mse,val_ic
1,0.4792304217815399,0.12299022674560547,-0.04119368827990064,0.3434608727693558,0.09421000257134438,-0.023355746673611528
2,0.28287963569164276,0.08611152321100235,-0.032698424836491345,0.22759469598531723,0.0740363709628582,0.01629268442765071
3,0.18524343371391297,0.07530549764633179,-0.01990084367767193,0.1599341183900833,0.06314299441874027,0.020399116500450364
4,0.12122126519680024,0.0644228219985962,0.006533023975045742,0.10448215156793594,0.05650143884122372,0.008577253705598288
5,0.1080601081252098,0.070547217130661,0.019864949767233492,0.10553034022450447,0.07096170261502266,0.030777058583299634
6,0.08725900948047638,0.06068330332636833,0.026524444529733807,0.07837822288274765,0.05161384306848049,0.04614679380112123
7,0.07752122730016708,0.05582042261958122,0.030105890009561296,0.07232369109988213,0.05132384970784187,0.05403085002056004
8,0.071149542927742,0.05389241650700569,0.052478546372451744,0.06969667971134186,0.05133172869682312,0.06765741297017669
9,0.06330086588859558,0.04982493072748184,0.07684749557352047,0.059666793793439865,0.04669974371790886,0.08682542517744736
10,0.05961515456438064,0.04836956933140755,0.08707556960076719,0.055821219459176064,0.04447472095489502,0.10881661289055135
11,0.05743967965245247,0.047694331407546996,0.09092932291923607,0.05275287665426731,0.04294363223016262,0.12633243574695846
12,0.05574951469898224,0.04715755879878998,0.08983554029250511,0.05106317810714245,0.04275006055831909,0.13466037519911775
13,0.054464729875326155,0.04705300778150558,0.09028511801647757,0.04994779825210571,0.04264307953417301,0.1402791331957492
14,0.05344499498605728,0.04690600708127022,0.09082195285701476,0.04895217344164848,0.04258383624255657,0.1423928792211847
15,0.0525717556476593,0.046765509992837906,0.09322807605434506,0.047909749671816826,0.042274847626686096,0.14255629292645255
16,0.051735829561948776,0.04654412195086479,0.09585008591546303,0.04742939956486225,0.0424606129527092,0.14200582376603135
17,0.05103887319564819,0.04638708308339119,0.09949919503892585,0.046997690573334694,0.042430562898516655,0.13692691867722745
18,0.05044431090354919,0.046221794188022615,0.10240309517314337,0.04726375266909599,0.043115703389048576,0.13149636736728776
19,0.04986022040247917,0.04600140452384949,0.11024294745560968,0.0466659776866436,0.042906682938337326,0.12950740366258706
20,0.04949876144528389,0.0459250196814537,0.11499414138710114,0.045913197100162506,0.04242338798940182,0.1276843489054311
21,0.04907144978642464,0.04574797302484512,0.12126974921516005,0.04606475494801998,0.042774736881256104,0.1261677545796982
22,0.04875296205282211,0.04567798897624016,0.12530120812281514,0.04615017585456371,0.04300921410322189,0.12571724695995115
23,0.04848141074180603,0.04556947872042656,0.13055241671269655,0.04549955576658249,0.04249519854784012,0.12626809374673115
24,0.04826763868331909,0.04551226422190666,0.13351146881602258,0.045233748853206635,0.042391300201416016,0.12795562485443382
25,0.04806545302271843,0.04542922899127007,0.136877436605934,0.04529286548495293,0.04265516996383667,0.12790698620160035
26,0.047841905057430266,0.04534225985407829,0.14143947884540115,0.045100199058651924,0.04258604906499386,0.128530819508204
27,0.04764215871691704,0.04527633786201477,0.14490823161223737,0.0449594184756279,0.042587295174598694,0.12904535502815676
28,0.04750572666525841,0.04522425085306168,0.14826954657448435,0.045107681304216385,0.042823366820812225,0.1294174397184529
29,0.04733421579003334,0.045152173936367036,0.1516828457276382,0.04482981935143471,0.04260188527405262,0.130152310810639
30,0.04723796471953392,0.045127679407596585,0.1545110134165466,0.04444393329322338,0.04228624515235424,0.1288431577312481
31,0.04705469012260437,0.0450592078268528,0.15844583837813925,0.044313691556453705,0.042259784415364265,0.1307870429471677
32,0.04689042866230011,0.044970206916332245,0.1619656442514123,0.04456675238907337,0.042562369257211685,0.1325373683739641
33,0.046749991923570634,0.04490455910563469,0.1659561436048911,0.04446612484753132,0.042553745210170746,0.13398228097326995
34,0.046591931581497194,0.044820121675729754,0.17076369953230175,0.04439915344119072,0.042542221024632454,0.13540430818269253
35,0.046492508798837665,0.04476802125573158,0.1738836666977175,0.04423225484788418,0.0424521267414093,0.13727913386930293
36,0.046390707790851596,0.04473656043410301,0.1772723722374675,0.04444831423461437,0.04269770160317421,0.13900550197012404
37,0.04628389552235603,0.044658145308494566,0.18025491682647748,0.04403707571327686,0.04232463054358959,0.13976829644586267
38,0.04621356427669525,0.04462447762489319,0.18274085407471277,0.04380899295210838,0.04212605580687523,0.13976505919913737
39,0.04613034576177597,0.044595520943403244,0.18385663855683407,0.04419262148439884,0.04257786646485329,0.1385853920602279
40,0.04605580642819405,0.044560115039348605,0.18579109380217793,0.04422604292631149,0.042679017409682274,0.13758444922801744
41,0.045972461253404616,0.04451402500271797,0.1886347560189618,0.0438561774790287,0.042321087792515755,0.13811904752680054
42,0.04591240212321281,0.04449313655495644,0.19024787126149154,0.043796882033348083,0.04226695001125336,0.1382232238109835
43,0.045819278061389926,0.044439946115016934,0.19265173617314657,0.04372324049472809,0.042257048189640045,0.14015027269003474
44,0.045742669701576234,0.044403232634067535,0.19447972039995415,0.04377836361527443,0.0423181913793087,0.14026354098325355
45,0.04568618983030319,0.044384144991636273,0.19651620867576505,0.043535422533750534,0.04206843115389347,0.14197971064125425
46,0.04561368152499199,0.04433509856462479,0.1984533759912246,0.043570900335907936,0.04222903214395046,0.14294022634290696
47,0.04556878581643105,0.0443038821220398,0.20004839329320984,0.04377754218876362,0.042454833164811134,0.14402725834307656
48,0.04549354463815689,0.04426395744085312,0.20207565931983046,0.043675271794199944,0.04236401244997978,0.14556975769886882
49,0.045448318123817444,0.044240736216306684,0.20366078161623222,0.04359732009470463,0.04230155795812607,0.1457697494226437
50,0.04538990780711174,0.044203920662403105,0.205649792811041,0.04354597255587578,0.04227285832166672,0.1455681872956762
51,0.045370776951313016,0.04420669749379158,0.2071697620128171,0.043187523260712624,0.04194545932114124,0.1462494961170403
