year,mse,rmse,mae,smape,ic
2022,0.06076948344707489,0.24651467186979945,0.19670946896076202,48.71735382080078,0.4588104453366072
2023,0.059731051325798035,0.2443993685053176,0.1953534036874771,46.9014778137207,0.45364825161516315
2024,0.060537829995155334,0.24604436590817383,0.2004278600215912,48.97978591918945,0.4369921973689447
